Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,EmploymentStatus_Self-Employed,EmploymentStatus_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,HomeOwnershipStatus_Other,HomeOwnershipStatus_Own,HomeOwnershipStatus_Rent,LoanPurpose_Debt Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,LoanApproved
24,45766,430,1,0,53437,60,1,620,0,3,1,0,0,0,19,28,1126,265,49700,16631,3813,0,6,33069,0,0,1783,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0
44,93202,598,3,23,14664,48,0,1000,0,2,1,0,0,0,25,4,3779,4359,55565,26842,7766,0,8,28723,0,0,469,0,49,1,0,1,0,0,0,0,1,0,0,0,1,1
48,39843,616,3,25,27645,84,2,395,0,2,2,0,1,1,20,20,4975,8269,13244,15819,3320,0,8,1789,0,0,675,0,66,0,0,1,0,0,0,1,0,0,0,0,1,0
69,81221,628,2,46,14614,96,0,387,0,6,0,0,0,0,23,23,837,453,137336,14851,6768,0,5,122485,0,0,371,0,48,0,1,0,1,0,0,0,0,0,0,1,0,0
36,23328,498,3,11,11966,120,4,605,0,5,0,0,0,0,22,8,2839,579,93536,22580,1944,0,6,70956,0,0,333,0,53,0,0,1,0,0,0,0,1,0,0,0,1,0
25,15000,594,5,3,15972,24,0,395,0,5,4,0,0,0,19,3,855,2112,15521,17181,1250,0,3,7495,0,0,813,0,59,0,0,0,1,0,0,1,0,0,0,1,0,0
32,41918,596,3,9,49013,48,0,442,0,0,1,0,0,0,30,29,16586,1592,56873,25990,3493,0,4,30883,0,0,1532,0,51,0,0,1,0,0,0,0,1,1,0,0,0,0
35,82896,626,5,17,13201,84,3,336,0,2,0,0,0,0,15,5,14047,1038,179041,5328,6908,0,5,173713,0,0,277,0,36,0,0,1,0,0,0,0,1,0,0,1,0,1
50,59021,514,2,30,18322,48,0,251,0,3,0,0,0,0,17,2,5267,3884,40351,6971,4918,0,4,33380,0,0,587,0,56,0,0,0,0,0,0,0,1,0,0,1,0,0
39,111166,585,4,16,35330,36,1,211,0,6,0,0,0,0,25,14,2087,717,159687,100667,9263,0,11,59020,0,0,1363,0,37,0,0,0,1,0,0,0,1,0,0,1,0,1
32,28739,493,3,7,13958,36,0,462,0,6,0,0,0,0,29,16,1570,1995,442697,20807,2394,0,5,421890,0,0,520,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1
34,24566,483,3,12,13291,120,4,351,0,0,1,0,0,0,28,5,3231,247,30180,11097,2047,0,6,19083,0,0,341,0,56,0,0,0,0,1,0,0,1,0,0,1,0,0
42,49520,508,4,18,42918,36,3,406,0,1,3,0,0,0,26,13,947,1336,33323,17754,4126,0,5,15569,0,0,1741,0,54,0,0,1,0,0,0,0,1,1,0,0,0,0
51,105132,526,1,29,51094,60,3,285,0,0,0,0,0,0,26,5,3115,8219,31822,27485,8761,0,2,4337,0,0,1792,0,53,0,0,0,0,0,0,0,1,0,1,0,0,0
27,80237,521,4,7,12447,48,3,379,0,1,0,0,0,1,15,25,16579,1201,17780,47168,6686,0,6,2084,0,0,388,0,52,1,0,0,1,0,0,1,0,0,0,1,0,1
62,152732,648,1,40,35245,48,1,742,0,2,1,0,0,0,17,22,3347,2650,124897,78423,12727,0,5,46474,0,0,1084,0,36,0,0,1,0,0,0,0,0,1,0,0,0,1
50,159296,629,2,29,20151,48,2,781,0,5,1,0,0,0,21,27,17190,9559,36473,115915,13274,0,4,2439,0,0,593,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
38,50363,536,2,14,8751,24,1,1003,0,2,0,0,0,0,23,19,2636,4647,7283,2036,4196,0,6,5247,0,0,433,0,42,0,0,0,1,0,0,0,1,0,0,1,0,1
52,110170,582,2,30,13356,48,3,612,0,3,2,0,0,0,27,18,6704,2066,61482,33711,9180,0,8,27771,0,0,425,0,45,0,0,0,0,1,0,0,1,0,0,0,0,1
36,15000,551,1,13,36038,36,1,323,0,2,0,0,0,0,25,19,13473,69,82852,16943,1250,0,6,65909,0,0,1455,1,55,0,0,1,0,0,0,0,1,0,0,1,0,0
31,31117,577,2,13,91119,48,3,181,0,4,1,0,0,0,25,16,3032,1127,12422,34378,2593,0,2,2495,0,0,3270,1,57,0,0,1,0,0,0,0,1,0,1,0,0,0
32,28449,599,4,13,8692,60,3,335,0,0,1,0,0,1,27,7,3457,509,23756,29348,2370,0,5,1767,0,0,248,0,63,1,0,0,1,0,0,0,1,1,0,0,0,0
34,18547,592,3,11,36582,60,5,348,0,2,0,0,0,0,28,14,2242,1386,228551,1826,1545,0,1,226725,0,0,1008,0,54,0,0,0,1,0,1,0,0,0,0,1,0,0
19,61559,499,2,0,18685,48,3,151,0,4,2,0,0,0,22,7,6091,791,64554,15169,5129,0,2,49385,0,0,650,0,52,0,0,0,1,0,0,1,0,0,0,0,0,0
40,40722,558,1,18,31637,120,2,269,0,5,2,0,0,0,22,9,9140,398,141270,20184,3393,0,4,121086,0,0,840,0,47,0,0,1,0,0,0,1,0,0,0,0,0,0
44,64386,652,4,22,23559,36,2,345,0,4,2,0,0,0,17,14,5290,3242,34110,22950,5365,0,10,11160,0,0,847,0,51,0,0,1,0,0,0,0,1,0,0,0,1,0
51,52652,647,3,31,10482,24,0,323,0,3,4,0,0,0,25,19,2622,5432,224116,30226,4387,0,2,193890,0,0,517,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1
38,38384,589,1,16,22865,36,0,336,0,2,1,0,0,0,15,14,1959,598,376962,33007,3198,0,9,343955,0,0,815,0,39,0,0,0,1,0,0,0,0,0,1,0,0,1
24,63162,606,5,0,36534,72,2,411,0,2,0,0,0,0,19,6,271,1668,104741,35767,5263,0,4,68974,0,0,952,0,55,0,0,1,0,0,0,1,0,0,0,1,0,0
52,187573,539,2,26,19013,60,2,382,0,3,0,0,0,0,20,8,2077,449,52102,19440,15631,0,2,32662,0,0,613,0,41,0,0,0,0,0,0,0,1,0,0,0,1,1
18,45306,519,1,0,43728,48,4,742,0,3,1,0,1,0,24,7,1444,1731,41367,15050,3775,0,7,26317,0,0,1496,0,71,0,0,0,1,0,0,0,0,1,0,0,0,0
27,32436,562,1,3,47961,84,1,230,0,2,0,0,1,0,32,19,314,921,440725,142164,2703,0,8,298561,0,0,1356,0,61,0,0,0,1,0,0,0,0,0,0,0,1,0
32,60647,531,2,9,18577,84,2,389,0,1,1,0,0,0,19,11,3102,1240,41203,217492,5053,0,2,10277,0,0,547,0,55,0,0,1,0,0,0,0,0,0,1,0,0,0
38,55713,547,2,17,30779,48,2,360,0,4,1,0,0,0,22,29,971,2514,13506,6385,4642,0,3,7121,0,0,944,0,43,0,0,0,1,0,0,0,0,1,0,0,0,1
36,52301,559,2,14,22402,36,3,341,0,3,2,0,0,0,27,1,6135,555,131784,8752,4358,0,1,123032,0,0,812,0,44,0,0,1,0,0,0,0,1,0,1,0,0,1
47,75848,645,4,23,11406,36,0,188,0,0,0,0,0,0,29,14,1223,134,174708,10155,6320,0,5,164553,0,0,426,0,40,0,0,1,0,0,0,1,0,0,0,1,0,1
37,68150,566,1,18,37519,48,4,961,0,8,0,0,1,0,24,26,3102,499,147111,8408,5679,0,2,138703,0,0,1217,0,66,0,0,0,1,0,1,0,0,0,1,0,0,0
48,82356,585,1,23,52418,36,0,330,0,0,1,0,0,0,17,17,1057,282,59687,27261,6863,0,6,32426,0,0,2103,0,48,0,0,0,0,1,0,0,0,0,0,1,0,0
25,48419,499,2,1,21715,36,1,233,0,4,0,0,0,0,21,26,3668,2192,20034,1354,4034,0,2,18680,0,0,813,0,56,0,0,1,0,0,0,1,0,1,0,0,0,0
45,137671,539,3,25,16567,60,2,636,0,7,1,0,0,0,27,19,27999,1034,32012,6927,11472,0,8,25085,0,0,506,0,44,0,0,0,0,0,0,1,0,0,0,1,0,1
42,27475,494,4,20,28400,72,2,313,0,1,0,0,1,0,27,3,2206,1955,13246,59572,2289,0,6,3280,0,0,828,0,74,0,0,1,0,0,0,0,1,1,0,0,0,0
59,50944,523,4,34,34142,36,4,544,0,3,3,0,0,1,25,24,2966,204,31215,13965,4245,0,6,17250,0,0,1288,0,66,0,0,1,0,0,0,0,0,0,0,1,0,0
58,40835,619,1,35,17745,36,3,391,0,5,0,0,0,0,27,5,5878,1713,25962,4444,3402,0,3,21518,0,0,651,0,53,0,0,1,0,0,0,1,0,0,0,1,0,0
63,68479,665,3,40,32068,36,2,356,0,7,1,0,0,0,26,15,7836,1315,49818,35421,5706,0,1,14397,0,0,1156,0,53,0,0,1,0,0,0,0,1,0,0,1,0,0
46,84075,607,1,21,17615,96,2,285,0,4,0,0,0,0,21,27,3442,2504,30131,11828,7006,0,7,18303,0,0,437,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0
21,48496,559,3,0,16935,84,1,686,0,4,1,0,0,0,28,4,3438,151,200656,12659,4041,0,5,187997,0,0,468,0,51,0,0,0,1,0,0,0,1,0,0,1,0,0
40,82779,593,1,19,30984,72,0,340,0,3,0,0,0,0,32,12,676,410,18582,12468,6898,0,2,6114,0,0,741,0,42,0,0,1,0,0,1,0,0,1,0,0,0,1
41,104981,589,4,21,28091,36,5,197,0,3,1,0,0,1,22,11,1138,1707,43118,40941,8748,0,3,2177,0,0,1058,0,43,0,0,1,0,0,0,1,0,0,0,0,0,1
26,41874,456,4,3,24998,48,1,220,0,0,3,0,1,0,23,4,177,3887,65310,6956,3489,0,5,58354,0,0,906,0,65,0,0,1,0,0,0,0,0,0,0,0,0,0
34,47667,610,4,11,26890,72,2,203,0,3,2,0,0,0,26,21,935,3822,24999,109013,3972,0,7,9295,0,0,718,0,50,0,0,0,0,1,1,0,0,0,0,1,0,0
44,47769,619,2,20,18431,24,1,237,0,2,2,0,0,0,27,21,1964,1805,33557,22262,3980,0,2,11295,0,0,950,0,56,1,0,1,0,0,0,0,1,0,0,1,0,0
47,20652,605,3,22,26881,24,3,799,0,3,0,0,0,0,24,12,9140,2649,160284,37108,1721,0,1,123176,0,0,1402,1,46,0,0,0,1,0,0,0,1,0,0,0,1,0
30,37079,457,2,10,22551,48,0,517,0,8,0,0,0,0,21,5,5370,722,72942,11540,3089,0,4,61402,0,0,803,0,51,0,0,1,0,0,0,1,0,0,0,0,0,0
59,36417,543,4,35,49008,36,0,308,0,6,2,0,0,0,24,26,1589,651,290118,3604,3034,0,2,286514,0,0,2036,0,44,0,0,0,0,0,1,0,0,0,0,1,0,0
40,48197,569,1,18,40611,24,3,362,0,0,1,0,0,0,27,9,11267,2316,134039,24234,4016,0,5,109805,0,0,2137,0,56,0,0,1,0,0,0,0,1,0,0,0,0,0
30,15000,549,1,9,19041,60,1,450,0,1,1,0,0,0,25,13,795,157,86736,22422,1250,0,8,64314,0,0,574,0,56,0,1,1,0,0,0,0,1,0,0,0,0,0
39,38142,447,1,15,30227,24,3,309,0,2,0,0,0,0,19,17,4755,7697,24237,44106,3178,0,4,2071,0,0,1602,0,51,0,0,0,0,0,1,0,0,1,0,0,0,0
51,34417,548,1,26,17403,24,3,294,0,2,0,0,0,0,23,4,8973,1751,12314,11068,2868,0,8,1246,0,0,922,0,61,0,0,1,0,0,0,1,0,0,0,1,0,0
42,18431,611,1,17,18411,60,1,326,0,1,1,0,0,0,23,6,9755,1014,31157,30469,1535,0,5,9018,0,0,514,0,51,0,0,0,1,0,1,0,0,1,0,0,0,0
39,47578,490,1,19,34542,60,3,500,0,6,1,0,0,1,33,12,3104,90,181713,19045,3964,0,6,162668,0,0,1127,0,58,1,0,0,0,0,0,0,0,0,0,0,1,0
34,44878,602,3,13,43699,72,2,302,0,5,0,0,0,0,24,16,3724,1095,158330,21734,3739,0,7,136596,0,0,1244,0,51,0,0,1,0,0,1,0,0,1,0,0,0,0
35,15000,550,2,15,37537,24,0,812,0,2,0,0,0,0,34,14,13630,764,31535,4091,1250,0,3,27444,0,0,1979,2,59,0,0,1,0,0,0,0,0,0,0,1,0,0
41,66315,582,1,16,25478,24,1,194,0,3,1,0,0,0,21,26,2969,807,43141,38415,5526,0,5,4726,0,0,1311,0,56,0,0,0,0,1,0,0,1,0,0,1,0,0
43,30468,599,1,21,47178,48,2,358,0,5,1,0,0,0,20,1,958,901,19808,6320,2539,0,2,13488,0,0,1451,0,57,0,0,1,0,0,0,0,0,0,0,1,0,0
71,50209,666,1,43,8782,48,1,479,0,3,0,0,0,0,26,15,11470,2228,41763,7082,4184,0,6,34681,0,0,262,0,47,0,0,0,1,0,0,0,0,0,0,1,0,0
47,28566,484,1,26,13780,24,0,339,0,2,0,0,0,1,17,13,6699,647,36367,22991,2380,0,9,13376,0,0,715,0,65,0,0,1,0,0,1,0,0,1,0,0,0,0
48,65458,624,3,23,26848,108,0,618,0,2,1,0,0,0,25,20,9541,1311,127384,24818,5454,0,5,102566,0,0,643,0,47,0,0,0,1,0,0,0,0,0,0,1,0,0
29,30107,493,4,5,19141,36,3,465,0,0,2,0,0,0,16,3,334,5384,31812,15000,2508,0,6,16812,0,0,793,0,57,0,0,1,0,0,0,1,0,0,0,1,0,0
50,137221,630,2,27,16006,24,5,598,0,0,1,0,0,0,22,23,909,2687,60072,16093,11435,0,4,43979,0,0,813,0,38,0,0,1,0,0,0,1,0,0,0,1,0,1
48,90372,537,3,25,18992,48,0,232,0,6,1,0,0,0,28,15,3604,857,85863,1829,7531,0,3,84034,0,0,626,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1
46,23525,640,3,23,42191,60,3,639,0,1,1,0,0,0,24,17,2973,1940,46089,25574,1960,0,4,20515,0,0,1148,0,49,0,0,1,0,0,0,1,0,0,1,0,0,0
37,30217,618,5,15,30070,36,0,556,0,5,1,0,0,1,34,7,4857,755,40291,9886,2518,0,6,30405,0,0,1159,0,65,1,0,1,0,0,0,0,0,0,0,1,0,0
52,34239,634,2,30,12739,120,2,324,0,5,0,0,0,0,28,14,7379,1139,37682,7604,2853,0,7,30078,0,0,268,0,56,1,0,1,0,0,0,1,0,0,0,1,0,0
40,84632,592,1,14,13507,48,2,543,0,4,0,0,0,0,17,24,3396,166,44902,12274,7052,0,8,32628,0,0,394,0,42,0,1,0,0,0,0,1,0,1,0,0,0,1
69,53665,657,2,47,16021,96,1,575,0,3,1,0,0,0,20,6,2752,1181,45819,47032,4472,0,2,2452,0,0,353,0,48,0,0,1,0,0,0,0,1,1,0,0,0,0
45,34364,565,1,22,30787,36,0,201,0,3,0,0,0,0,24,27,1799,778,23324,17092,2863,0,6,6232,0,0,1212,0,51,0,0,0,1,0,0,0,0,1,0,0,0,0
49,39665,574,2,28,8889,36,2,478,0,5,1,0,0,0,32,29,907,1468,39971,26921,3305,0,3,13050,0,0,335,0,54,0,0,0,1,0,0,1,0,0,1,0,0,0
18,259829,544,3,0,12138,60,3,523,0,3,0,0,0,0,27,9,4472,968,10974,32208,21652,0,6,6713,0,0,388,0,40,0,1,0,1,0,0,0,1,0,0,1,0,1
50,62362,560,2,31,44924,60,1,493,0,4,0,0,0,0,25,23,8039,2525,12611,23815,5196,0,5,5186,0,0,1430,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0
36,84916,599,2,12,12026,48,0,629,0,4,0,0,0,1,20,24,278,602,13635,29075,7076,0,9,6650,0,0,398,0,64,0,0,0,0,0,0,1,0,0,0,1,0,0
58,26398,581,1,39,80217,60,0,809,0,7,0,0,0,0,33,4,1378,4146,21497,52436,2199,0,0,6911,0,0,2504,1,57,0,0,1,0,0,0,0,1,0,0,0,0,0
53,23009,532,1,34,17993,48,1,221,0,2,1,0,0,0,27,7,4240,1153,54728,6163,1917,0,2,48565,0,0,595,0,55,0,0,0,0,1,0,0,1,0,0,0,1,0
28,27195,563,4,6,22861,60,4,723,0,5,4,0,0,0,32,28,756,840,55411,8706,2266,0,6,46705,0,0,660,0,56,0,0,0,1,0,0,1,0,0,0,1,0,0
60,97702,602,1,41,17756,36,0,303,0,5,0,0,0,0,27,16,15275,525,15800,3854,8141,0,8,11946,0,0,658,0,43,0,0,1,0,0,1,0,0,0,1,0,0,1
41,38859,621,2,15,13024,60,3,1043,0,3,3,0,0,0,28,2,9108,3785,67245,7991,3238,0,3,59254,0,0,357,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0
46,64098,595,4,25,17773,48,1,411,0,3,0,0,0,0,24,17,13808,766,14574,14007,5341,0,3,1591,0,0,561,0,43,0,0,1,0,0,0,0,1,0,0,0,0,1
36,27466,610,3,13,19617,48,2,278,0,2,1,0,0,0,25,7,1791,778,43261,8333,2288,0,2,34928,0,0,585,0,55,0,0,1,0,0,0,0,0,0,0,0,1,0
30,98665,494,1,5,14278,36,2,173,0,4,0,0,0,0,30,4,4586,594,77305,42234,8222,0,7,35071,0,0,550,0,46,1,0,1,0,0,1,0,0,0,0,0,1,1
46,87157,582,1,21,12345,84,2,434,0,5,1,0,0,0,24,6,3002,2763,79727,67731,7263,0,5,11996,0,0,311,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0
18,59455,532,4,0,18303,60,1,907,0,5,0,0,0,1,25,3,5578,949,126064,38103,4954,0,4,87961,0,0,539,0,65,0,0,1,0,0,0,1,0,0,0,1,0,0
42,41360,507,3,19,23545,72,4,597,0,4,1,0,0,0,24,25,2429,187,29222,15794,3446,0,4,13428,0,0,672,0,50,0,0,0,1,0,0,0,0,0,0,0,1,0
38,29637,421,1,17,22555,36,1,319,0,2,2,0,0,0,21,10,1741,1819,9943,9835,2469,0,10,3724,0,0,949,0,51,0,0,1,0,0,1,0,0,0,0,1,0,0
29,38187,566,1,4,10104,84,0,368,0,4,2,0,0,0,26,13,5870,160,134133,52451,3182,0,4,81682,0,0,249,0,57,0,1,1,0,0,0,1,0,0,0,0,0,0
55,44760,662,3,33,32040,84,3,214,0,3,2,0,0,0,15,23,2123,1371,26184,26856,3730,0,4,4187,0,0,788,0,46,0,0,0,1,0,0,0,0,0,0,0,1,0
39,46201,594,1,19,11674,60,1,532,0,2,2,0,0,0,27,19,3127,503,121706,17173,3850,0,1,104533,0,0,329,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
46,30153,593,3,24,13263,48,1,448,0,3,2,0,0,0,27,3,7041,602,47773,209073,2512,0,4,4546,0,0,402,0,55,0,0,1,0,0,0,0,0,0,0,1,0,0
36,46543,645,4,14,16108,36,4,398,0,2,1,0,0,0,25,3,451,28915,84163,4596,3878,0,2,79567,0,0,593,0,54,0,0,0,0,0,0,0,1,1,0,0,0,0
39,39860,453,1,16,29929,36,1,741,0,2,1,0,1,0,28,21,2107,1310,76768,15599,3321,0,7,61169,0,0,1263,0,63,0,0,0,1,0,0,0,1,0,1,0,0,0
41,53606,612,3,20,22045,48,4,330,0,6,0,0,0,0,25,7,2122,802,84985,29821,4467,0,2,55164,0,0,701,0,54,1,0,1,0,0,0,0,1,0,1,0,0,0
30,103853,571,1,4,37137,36,1,495,0,4,1,0,0,0,16,13,41329,523,89333,10957,8654,0,7,78376,0,0,1373,0,44,0,0,1,0,0,0,0,0,1,0,0,0,1
45,27911,551,2,23,20208,48,4,327,0,5,1,0,0,0,18,23,7933,832,70698,57720,2325,0,4,12978,0,0,680,0,53,0,0,1,0,0,0,0,0,1,0,0,0,0
54,25094,552,2,36,27637,60,0,235,0,1,0,0,0,0,19,1,2388,3023,140983,11548,2091,0,5,129435,0,0,740,0,53,0,0,1,0,0,0,0,1,0,0,0,0,0
38,22833,561,1,14,49772,48,1,357,0,1,0,0,0,0,27,12,5963,89,88405,21977,1902,0,5,66428,0,0,1641,1,53,0,0,1,0,0,0,0,0,1,0,0,0,0
46,47458,551,3,23,21566,120,2,1158,0,6,4,0,1,0,18,5,8157,703,77514,9135,3954,0,7,68379,0,0,572,0,64,0,0,0,1,0,1,0,0,0,0,0,1,0
26,153633,594,2,4,10658,48,4,370,0,0,0,0,0,0,27,17,3632,2464,37864,92220,12802,0,3,2514,0,0,329,0,39,0,0,1,0,0,0,0,1,0,1,0,0,1
41,15000,566,1,21,28059,48,1,324,0,1,1,0,0,0,18,20,3458,267,86531,36820,1250,0,4,49711,0,0,890,0,52,0,0,1,0,0,0,0,1,0,0,0,1,0
37,25889,523,1,12,14422,36,1,663,0,1,1,0,0,0,24,22,3920,302,75662,23222,2157,0,9,52440,0,0,550,0,58,0,0,1,0,0,0,0,0,0,0,1,0,0
49,103401,648,3,28,18634,36,2,302,0,3,3,0,0,0,24,11,3338,1051,70132,2700,8616,0,8,67432,0,0,707,0,34,0,0,1,0,0,0,1,0,0,0,1,0,1
22,115477,507,3,0,34271,36,2,1067,0,6,1,0,0,0,18,9,4487,3378,80488,7158,9623,0,3,73330,0,0,1446,0,53,0,0,1,0,0,0,1,0,0,0,0,0,0
37,39729,550,1,17,22615,120,3,772,0,3,3,0,0,0,17,24,482,255,71515,39812,3310,0,6,31703,0,0,641,0,56,0,0,0,1,0,0,0,0,0,0,1,0,0
43,35973,472,1,19,15300,84,1,201,0,1,1,0,0,0,20,9,9994,834,10828,67155,2997,0,6,5383,0,0,467,0,51,0,0,0,0,0,0,0,0,1,0,0,0,0
43,46633,625,4,23,25978,72,0,578,0,3,2,0,1,0,25,24,4501,1782,40058,5728,3886,0,3,34330,0,0,626,0,61,0,0,0,0,0,0,0,0,1,0,0,0,0
34,32485,544,1,10,17991,48,3,342,0,4,1,0,0,0,24,14,787,1505,84280,17793,2707,0,6,66487,0,0,540,0,56,0,0,0,1,0,0,0,0,0,0,1,0,0
27,48242,503,1,4,13767,36,1,533,0,7,2,0,0,0,23,27,1608,1009,21802,8032,4020,0,5,13770,0,0,559,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0
34,15000,614,3,11,13040,48,0,716,0,0,1,0,0,1,21,21,22161,3117,26252,23536,1250,0,8,2716,0,0,391,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0
37,18182,583,1,18,21201,72,2,562,0,3,1,0,0,0,19,11,1449,3762,159190,226404,1515,0,6,4572,0,0,591,0,60,0,0,1,0,0,0,0,1,0,0,1,0,0
48,21175,588,1,25,29306,96,0,715,0,2,0,0,0,0,28,6,2950,422,37250,17079,1764,0,3,20171,0,0,731,0,54,0,0,0,1,0,1,0,0,1,0,0,0,0
29,81316,594,5,3,20601,60,1,322,0,2,1,0,0,0,24,6,3071,902,138150,53052,6776,0,5,85098,0,0,535,0,45,0,1,1,0,0,0,0,1,0,1,0,0,1
37,126583,547,4,12,24936,72,2,204,0,1,0,0,0,0,25,17,1584,953,19734,43135,10548,0,5,10347,0,0,715,0,40,0,0,1,0,0,0,0,0,0,0,1,0,1
22,76498,581,3,3,17472,84,3,412,0,5,0,0,0,0,22,26,619,1358,66973,82736,6374,0,4,2001,0,0,395,0,42,0,0,0,0,0,0,1,0,0,0,1,0,1
49,65770,579,3,25,13664,36,4,222,0,2,0,0,0,0,24,26,2224,450,23800,10991,5480,0,5,12809,0,0,524,0,42,0,0,0,1,0,0,0,0,0,1,0,0,1
24,37727,506,2,1,73349,96,5,87,0,6,0,0,0,0,32,26,2121,315,56346,17116,3143,0,6,39230,0,0,2184,0,56,0,0,0,0,0,1,0,0,1,0,0,0,0
21,16993,588,4,0,19602,48,0,286,0,2,2,0,0,0,34,10,6606,397,35978,14121,1416,0,5,21857,0,0,616,0,55,1,0,1,0,0,0,0,1,0,0,0,0,0
43,31059,516,2,23,12405,120,2,218,0,7,1,0,0,0,19,22,732,942,17337,11311,2588,0,7,6026,0,0,312,0,52,0,0,0,1,0,0,1,0,0,0,1,0,0
38,15000,594,2,14,38274,36,3,240,0,4,0,0,0,0,23,26,4685,5077,97016,37577,1250,0,4,59439,0,0,1456,1,51,0,0,1,0,0,0,0,1,0,0,1,0,0
45,59034,540,2,20,19464,36,2,648,0,1,0,0,0,0,29,21,4737,1470,24446,141209,4919,0,5,3795,0,0,806,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
26,67769,545,3,3,15766,48,0,556,0,3,0,0,0,0,24,24,4225,3430,37909,28734,5647,0,3,9175,0,0,486,0,41,0,0,0,0,0,0,1,0,0,0,0,0,1
32,41716,602,3,12,19937,24,1,458,0,4,1,0,0,0,25,19,3499,254,10259,41721,3476,0,5,9917,0,0,976,0,49,0,0,1,0,0,0,0,0,0,1,0,0,0
46,30608,609,3,27,14818,84,0,295,0,1,1,0,0,0,19,5,613,113,195624,26297,2550,0,3,169327,0,0,380,0,52,0,0,0,0,0,0,0,1,0,0,1,0,0
36,54221,546,1,16,11299,72,0,286,0,2,0,0,0,0,36,28,5574,3262,46813,18782,4518,0,7,28031,0,0,327,0,44,0,0,1,0,0,0,0,0,1,0,0,0,1
34,28316,472,2,6,25271,48,2,565,0,2,1,0,0,1,24,10,1275,448,30884,34765,2359,0,7,8877,0,0,876,0,60,0,1,0,0,0,0,1,0,1,0,0,0,0
62,63516,607,3,40,49566,84,1,368,0,3,0,0,0,0,24,4,1158,2555,31322,9948,5293,0,3,21374,0,0,1361,0,54,0,0,1,0,0,0,0,1,0,0,0,0,0
51,46410,562,3,30,13947,48,3,424,0,7,1,0,0,0,24,26,2587,1824,36358,33512,3867,0,4,2846,0,0,429,0,42,1,0,1,0,0,0,0,1,0,0,0,0,1
42,34126,577,4,16,16251,12,0,267,0,3,1,0,1,0,21,16,8890,3592,51389,5343,2843,0,3,46046,0,0,1524,0,68,0,0,1,0,0,0,0,1,0,0,1,0,0
42,46596,647,3,19,35432,120,4,191,0,3,2,0,0,0,23,18,3500,2823,73910,6425,3883,0,5,67485,0,0,857,0,51,0,0,1,0,0,1,0,0,0,0,0,0,0
40,87234,607,3,15,6165,120,0,345,0,2,2,0,0,0,22,6,1796,292,41795,88383,7269,0,8,10840,0,0,137,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1
67,78921,637,4,45,58233,48,3,474,0,3,1,0,0,0,23,3,1014,315,77657,8966,6576,0,5,68691,0,0,1941,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0
35,73658,600,4,15,21352,36,3,945,0,1,0,0,0,0,26,23,929,569,183306,34461,6138,0,6,148845,0,0,821,0,35,0,0,1,0,0,0,0,0,0,0,1,0,1
34,97758,606,1,11,16355,12,0,404,0,1,1,0,0,0,19,9,1996,1798,48705,45805,8146,0,6,2900,0,0,1487,0,41,0,0,1,0,0,0,0,1,0,1,0,0,1
60,58862,565,3,37,65953,36,1,511,0,0,0,0,0,0,23,3,3445,913,29257,16664,4905,0,5,12593,0,0,2594,0,56,0,0,1,0,0,0,0,0,0,0,0,0,0
46,45150,524,1,26,25642,72,1,246,0,2,3,0,0,0,20,24,4241,844,74253,16917,3762,0,8,57336,0,0,775,0,57,0,0,1,0,0,0,1,0,0,0,1,0,0
43,80908,582,4,19,37000,24,4,232,0,4,1,0,0,0,19,6,15030,564,160535,26636,6742,0,4,133899,0,0,1940,0,47,0,0,0,1,0,1,0,0,0,0,0,1,0
40,56181,648,3,22,10459,60,0,696,0,2,1,0,0,1,22,2,891,130,200127,36607,4681,0,7,163520,0,0,280,0,58,0,0,1,0,0,0,0,0,0,1,0,0,0
21,184123,569,1,0,26500,48,2,154,0,2,2,0,0,0,25,28,3534,393,24495,6870,15343,0,7,17625,0,0,820,0,37,0,0,0,0,0,1,0,0,1,0,0,0,1
